Date,State,TotalSamples,Negative,Positive,Total_affected
5/1/2021,Delhi,17231565,,,22850264
5/2/2021,Delhi,17303562,,,23077246
5/3/2021,Delhi,17364607,,,23302845
5/4/2021,Delhi,17439261,,,23687499
5/5/2021,Delhi,17518752,,,24049547
5/6/2021,Delhi,17597532,,,24145432
5/7/2021,Delhi,17677125,,,24450364
5/8/2021,Delhi,17751509,,,24728789
5/9/2021,Delhi,17813061,,,25042464
5/10/2021,Delhi,17879295,,,25300779
5/11/2021,Delhi,17949571,,,25560781
5/12/2021,Delhi,18027606,,,25866677
5/13/2021,Delhi,18101281,,,25958370
5/14/2021,Delhi,18169856,,,26263095
5/15/2021,Delhi,18226667,,,26524389
5/16/2021,Delhi,18288726,,,26774547
5/17/2021,Delhi,18342482,,,26985938
5/18/2021,Delhi,18407486,,,27220156
5/19/2021,Delhi,18474059,,,27616708
5/20/2021,Delhi,18532803,,,27733974
5/21/2021,Delhi,18595993,,,28128768
5/22/2021,Delhi,18659148,,,28706375
5/23/2021,Delhi,18727191,,,29345261
5/24/2021,Delhi,18788697,,,
5/25/2021,Delhi,18862103,,,
5/26/2021,Delhi,18939206,,,
5/27/2021,Delhi,19009274,,,
5/28/2021,Delhi,19081127,,,181
5/29/2021,Delhi,19161600,,,192
5/30/2021,Delhi,19237040,,,169
5/31/2021,Delhi,19302280,,,267
6/1/2021,Delhi,19373093,,,426
6/2/2021,Delhi,19446544,,,426
6/3/2021,Delhi,19526590,,,693
6/4/2021,Delhi,19603764,,,1097
6/5/2021,Delhi,19681458,,,1109
6/6/2021,Delhi,19758315,,,1319
6/7/2021,Delhi,19821925,,,1328
6/8/2021,Delhi,19893804,,,1873
6/9/2021,Delhi,19967045,,,1909
6/10/2021,Delhi,20042178,,,2394
6/11/2021,Delhi,20119290,,,2933
6/12/2021,Delhi,20190803,,,2947
6/13/2021,Delhi,20263554,,,3321
6/14/2021,Delhi,20323110,,,3614
6/15/2021,Delhi,20394401,,,4683
6/16/2021,Delhi,20472292,,,4882
6/17/2021,Delhi,20549834,,,5638
6/18/2021,Delhi,20626314,,,6981
6/19/2021,Delhi,20702001,,,7085
6/20/2021,Delhi,20774671,,,8785
6/21/2021,Delhi,20831799,,,9895
6/22/2021,Delhi,20899715,,,12509
6/23/2021,Delhi,20975900,,,14562
4/2/2020,Goa,220,197,5,17996
4/9/2020,Goa,344,,7,20866
4/10/2020,Goa,354,,7,21453
4/12/2020,Goa,406,,7,24428
4/13/2020,Goa,440,,7,27506
4/14/2020,Goa,479,,7,31661
4/15/2020,Goa,556,,7,34103
4/16/2020,Goa,611,,7,37210
4/17/2020,Goa,673,,7,38877
4/18/2020,Goa,758,,7,39179
4/19/2020,Goa,826,,7,40640
4/20/2020,Goa,901,,7,42108
4/21/2020,Goa,1004,,7,44538
4/22/2020,Goa,1116,,7,47096
4/23/2020,Goa,1206,,7,50565
4/27/2020,Goa,1541,,7,50565
4/28/2020,Goa,1776,,7,50565
4/29/2020,Goa,1871,,7,50565
4/30/2020,Goa,2031,,7,53731
5/1/2020,Goa,2181,,7,57367
5/2/2020,Goa,2372,,7,59952
5/3/2020,Goa,2548,,7,62866
5/4/2020,Goa,2899,,7,66418
5/5/2020,Goa,3096,,7,66485
5/6/2020,Goa,3411,,7,69656
5/8/2020,Goa,4140,,7,66537
5/9/2020,Goa,4524,,7,68967
5/10/2020,Goa,4848,,7,70643
5/11/2020,Goa,5307,,7,73372
5/14/2020,Goa,6736,,7,74264
5/15/2020,Goa,7304,,7,74287
5/16/2020,Goa,8011,,20,77264
5/17/2020,Goa,8785,,29,84604
5/18/2020,Goa,8785,,29,87642
5/19/2020,Goa,9549,,46,89359
5/20/2020,Goa,10136,,50,91987
5/21/2020,Goa,10859,,52,94867
5/22/2020,Goa,11362,,54,95182
5/23/2020,Goa,11945,,55,97948
5/24/2020,Goa,12499,,66,100723
5/25/2020,Goa,12860,,67,103524
5/26/2020,Goa,13303,,67,105588
5/27/2020,Goa,13911,,68,108414
5/28/2020,Goa,14782,,69,110588
5/29/2020,Goa,16141,,69,110709
5/30/2020,Goa,17871,,70,110710
5/31/2020,Goa,19491,,71,111499
6/1/2020,Goa,20780,,73,112388
6/2/2020,Goa,22378,,79,113879
6/3/2020,Goa,23816,,126,114328
6/4/2020,Goa,25300,,166,116963
6/5/2020,Goa,26208,,196,117983
6/6/2020,Goa,27402,,267,120166
6/7/2020,Goa,29739,,300,121511
6/8/2020,Goa,31455,,330,125009
6/9/2020,Goa,32194,,359,128096
6/10/2020,Goa,35332,,387,130943
6/11/2020,Goa,37858,,417,132200
6/12/2020,Goa,39298,,463,134396
6/13/2020,Goa,40723,,523,137680
6/14/2020,Goa,41835,,564,139965
6/15/2020,Goa,42703,,592,142872
6/16/2020,Goa,44378,,629,145449
6/17/2020,Goa,45685,,656,148586
6/18/2020,Goa,46996,,705,152126
6/19/2020,Goa,49718,,725,153104
6/20/2020,Goa,51404,,754,157712
6/21/2020,Goa,52301,,818,162104
6/22/2020,Goa,53050,,864,167519
6/23/2020,Goa,54781,,909,171740
6/24/2020,Goa,56925,,951,174249
6/25/2020,Goa,58584,,995,180200
6/26/2020,Goa,60350,,1039,182546
6/27/2020,Goa,61687,,1128,192152
6/28/2020,Goa,62945,,1198,200674
6/29/2020,Goa,64375,,1251,214148
6/30/2020,Goa,66491,,1315,228164
7/1/2020,Goa,67822,,1387,250108
7/2/2020,Goa,70738,,1482,263966
7/3/2020,Goa,72691,,1576,266791
7/4/2020,Goa,74314,,1684,281500
7/5/2020,Goa,75791,,1761,292122
7/6/2020,Goa,77033,,1813,304470
7/7/2020,Goa,79864,,1903,314431
7/8/2020,Goa,82555,,2039,322790
7/9/2020,Goa,84945,,2151,330507
7/10/2020,Goa,87865,,2251,330717
7/11/2020,Goa,90817,,2368,341766
7/12/2020,Goa,92191,,2453,350180
7/13/2020,Goa,93968,,2583,358501
7/14/2020,Goa,96692,,2753,364547
7/15/2020,Goa,99234,,2951,370000
7/16/2020,Goa,101554,,3108,376997
7/17/2020,Goa,103527,,3304,377312
7/18/2020,Goa,105731,,3484,386041
7/19/2020,Goa,107266,,3657,390976
7/20/2020,Goa,108459,,3853,399475
7/21/2020,Goa,111296,,4027,403292
7/22/2020,Goa,114309,,4176,409970
7/23/2020,Goa,117321,,4350,413778
7/24/2020,Goa,119455,,4540,413789
7/25/2020,Goa,121771,,4686,420969
7/26/2020,Goa,123130,,4861,424213
7/27/2020,Goa,124746,,5119,435973
7/28/2020,Goa,126655,115434,5287,439064
7/29/2020,Goa,128289,,5489,444143
7/30/2020,Goa,129719,,5704,451025
7/31/2020,Goa,131318,,5913,451219
8/1/2020,Goa,132830,,6193,457938
8/2/2020,Goa,134395,,6530,462332
8/3/2020,Goa,135692,,6816,469900
8/4/2020,Goa,137575,,7075,472549
8/5/2020,Goa,139566,,7423,483199
8/6/2020,Goa,142192,,7614,492404
8/7/2020,Goa,144814,,7947,492511
8/8/2020,Goa,147138,,8206,504594
8/9/2020,Goa,149304,,8712,511639
8/10/2020,Goa,151202,,9029,522579
8/11/2020,Goa,153792,,,527496
8/12/2020,Goa,156498,,9924,535179
8/13/2020,Goa,159159,,10494,537537
8/14/2020,Goa,162126,,10970,538075
8/15/2020,Goa,163874,,11339,543694
8/16/2020,Goa,165356,,11639,548282
8/17/2020,Goa,167381,,,554243
8/18/2020,Goa,170125,,12333,556448
8/19/2020,Goa,172549,,,561047
8/20/2020,Goa,175100,,,565195
8/21/2020,Goa,178175,,1348,565710
8/22/2020,Goa,179836,,,572397
8/23/2020,Goa,180716,,,576461
8/24/2020,Goa,182409,,,582812
8/25/2020,Goa,184872,,,
8/26/2020,Goa,187140,,,
8/27/2020,Goa,189667,,,
8/28/2020,Goa,192589,,,
8/29/2020,Goa,195084,,,102
8/30/2020,Goa,197216,,,102
8/31/2020,Goa,199224,,,58
9/1/2020,Goa,202730,,,170
9/2/2020,Goa,204438,,,189
9/3/2020,Goa,206760,,,380
9/4/2020,Goa,208917,,,525
9/5/2020,Goa,211048,,,709
9/6/2020,Goa,212150,,,713
9/7/2020,Goa,213469,,,1249
9/8/2020,Goa,215345,,,1256
9/9/2020,Goa,217485,,,1964
9/10/2020,Goa,219666,,,2609
9/11/2020,Goa,221433,,,2925
9/12/2020,Goa,223892,,,3070
9/13/2020,Goa,225051,,,3076
9/14/2020,Goa,225910,,,3317
9/15/2020,Goa,227810,,,3451
9/16/2020,Goa,229876,,,3565
9/17/2020,Goa,231801,,,4216
9/18/2020,Goa,233674,,,4933
9/19/2020,Goa,235787,,,5585
9/20/2020,Goa,237198,,,5585
9/21/2020,Goa,238343,,,6394
9/22/2020,Goa,240206,,,7806
9/23/2020,Goa,242078,,,8557
9/24/2020,Goa,244189,,,10420
9/25/2020,Goa,246170,,,11614
9/26/2020,Goa,248153,,,12996
9/27/2020,Goa,249581,,,12997
9/28/2020,Goa,251033,,,15270
9/29/2020,Goa,252783,,,17969
9/30/2020,Goa,254801,,,21964
10/1/2020,Goa,256897,,,25231
10/2/2020,Goa,258285,,,29028
10/3/2020,Goa,259777,,,31111
10/4/2020,Goa,260955,,,31142
10/5/2020,Goa,262241,,,34056
10/6/2020,Goa,264139,,,37186
10/7/2020,Goa,265959,,,39128
10/8/2020,Goa,267362,,,41799
10/9/2020,Goa,269205,,,43820
10/10/2020,Goa,270616,,,43820
10/11/2020,Goa,271962,,,43820
10/12/2020,Goa,273404,,,43820
10/13/2020,Goa,274974,,,46335
10/14/2020,Goa,276457,,,48103
10/15/2020,Goa,278039,,,49906
10/16/2020,Goa,279295,,,51694
10/17/2020,Goa,280703,,,52850
10/18/2020,Goa,281949,,,52918
10/19/2020,Goa,282691,,,55701
10/20/2020,Goa,284193,,,52598
10/21/2020,Goa,285455,,,55012
10/22/2020,Goa,286711,,,58246
10/23/2020,Goa,287887,,,60371
10/24/2020,Goa,289332,,,61887
10/25/2020,Goa,290350,,,61893
10/26/2020,Goa,291630,,,64637
10/27/2020,Goa,293591,,,75591
10/28/2020,Goa,295392,,,79544
10/29/2020,Goa,297075,,,83678
10/30/2020,Goa,298792,,,87664
10/31/2020,Goa,300548,,,89583
11/1/2020,Goa,301440,,,89631
11/2/2020,Goa,302832,,,93369
11/3/2020,Goa,304544,,,97710
11/4/2020,Goa,306425,,,100271
11/5/2020,Goa,308011,,,104331
11/6/2020,Goa,309751,,,106715
11/7/2020,Goa,311014,,,107235
11/8/2020,Goa,312780,,,107245
11/9/2020,Goa,314183,,,108601
11/10/2020,Goa,315761,,,110987
11/11/2020,Goa,317230,,,112575
11/12/2020,Goa,318541,,,116161
11/13/2020,Goa,320092,,,116994
11/14/2020,Goa,321050,,,118120
11/15/2020,Goa,321769,,,118451
11/16/2020,Goa,322989,,,120925
11/17/2020,Goa,324649,,,122904
11/18/2020,Goa,326365,,,129112
11/19/2020,Goa,327986,,,135189
11/20/2020,Goa,329749,,,139127
11/21/2020,Goa,331599,,,141326
11/22/2020,Goa,332738,,,142445
11/23/2020,Goa,334198,,,146598
11/24/2020,Goa,336202,,,152825
11/25/2020,Goa,338144,,,157493
11/26/2020,Goa,340036,,,163242
11/27/2020,Goa,342681,,,167533
11/28/2020,Goa,345201,,,169475
11/29/2020,Goa,347199,,,169578
11/30/2020,Goa,348871,,,174722
12/1/2020,Goa,350919,,,180648
12/2/2020,Goa,352922,,,185229
12/3/2020,Goa,354812,,,194508
12/4/2020,Goa,356109,,,203223
12/5/2020,Goa,358202,,,209522
12/6/2020,Goa,359345,,,210172
12/7/2020,Goa,360920,,,225338
12/8/2020,Goa,363062,,,242572
12/9/2020,Goa,364672,,,258617
12/10/2020,Goa,366174,,,275009
12/11/2020,Goa,367818,,,290380
12/12/2020,Goa,369887,,,298016
12/13/2020,Goa,370690,,,298411
12/14/2020,Goa,372211,,,307452
12/15/2020,Goa,373920,,,314897
12/16/2020,Goa,375678,,,321391
12/17/2020,Goa,377343,,,330208
12/18/2020,Goa,378817,,,338720
12/19/2020,Goa,380426,,,343288
12/20/2020,Goa,381392,,,343383
12/21/2020,Goa,382852,,,354169
12/22/2020,Goa,384740,,,366010
12/23/2020,Goa,386533,,,376361
12/24/2020,Goa,388210,,,386756
12/25/2020,Goa,389879,,,395450
12/26/2020,Goa,391084,,,400823
12/27/2020,Goa,392413,,,403743
12/28/2020,Goa,393587,,,410381
12/29/2020,Goa,395425,,,415533
12/30/2020,Goa,397386,,,419281
12/31/2020,Goa,399206,,,424013
1/1/2021,Goa,400669,,,429752
1/2/2021,Goa,402289,,,434370
1/3/2021,Goa,403611,,,435576
1/4/2021,Goa,404788,,,440675
1/5/2021,Goa,406810,,,446276
1/6/2021,Goa,408710,,,449713
1/7/2021,Goa,410575,,,455066
1/8/2021,Goa,412662,,,459868
1/9/2021,Goa,414869,,,463649
1/10/2021,Goa,416392,,,464224
1/11/2021,Goa,417573,,,465690
1/12/2021,Goa,419548,,,467917
1/13/2021,Goa,421490,,,469583
1/14/2021,Goa,423328,,,471884
1/15/2021,Goa,425033,,,474607
1/16/2021,Goa,426703,,,476743
1/17/2021,Goa,427935,,,476750
1/18/2021,Goa,429020,,,478264
1/19/2021,Goa,431275,,,479293
1/20/2021,Goa,433077,,,480229
1/21/2021,Goa,434825,,,482623
1/22/2021,Goa,436519,,,492296
1/23/2021,Goa,438454,,,501614
1/24/2021,Goa,439616,,,503182
1/25/2021,Goa,441012,,,516828
1/26/2021,Goa,442488,,,530738
1/27/2021,Goa,443903,,,544781
1/28/2021,Goa,445778,,,562928
1/29/2021,Goa,447398,,,578098
1/30/2021,Goa,449280,,,589906
1/31/2021,Goa,450676,,,590972
2/1/2021,Goa,452039,,,604195
2/2/2021,Goa,454356,,,617157
2/3/2021,Goa,456130,,,629639
2/4/2021,Goa,458068,,,
2/5/2021,Goa,459485,,,
2/6/2021,Goa,460994,,,
2/7/2021,Goa,462011,,,
2/8/2021,Goa,463300,,,105
2/9/2021,Goa,464805,,,105
2/10/2021,Goa,466545,,,98
2/11/2021,Goa,468179,,,259
2/12/2021,Goa,469749,,,291
2/13/2021,Goa,471165,,,632
2/14/2021,Goa,472229,,,1494
2/15/2021,Goa,473449,,,1870
2/16/2021,Goa,475057,,,1945
2/17/2021,Goa,476682,,,3087
2/18/2021,Goa,478148,,,3115
2/19/2021,Goa,479780,,,4782
2/20/2021,Goa,481571,,,5391
2/21/2021,Goa,482622,,,7065
2/22/2021,Goa,483675,,,7977
2/23/2021,Goa,485451,,,7977
2/24/2021,Goa,487110,,,8462
2/25/2021,Goa,488742,,,8462
2/26/2021,Goa,490555,,,8525
2/27/2021,Goa,492143,,,8583
2/28/2021,Goa,493367,,,9110
3/1/2021,Goa,494535,,,9470
3/2/2021,Goa,496089,,,9476
3/3/2021,Goa,497806,,,9492
3/4/2021,Goa,499371,,,9603
3/5/2021,Goa,500978,,,9642
3/6/2021,Goa,502509,,,9642
3/7/2021,Goa,503674,,,9941
3/8/2021,Goa,504938,,,10254
3/9/2021,Goa,506507,,,10440
3/10/2021,Goa,507998,,,11394
3/11/2021,Goa,509776,,,11402
3/12/2021,Goa,511503,,,12755
3/13/2021,Goa,512999,,,14305
3/14/2021,Goa,514309,,,16672
3/15/2021,Goa,515663,,,16918
3/16/2021,Goa,517229,,,16918
3/17/2021,Goa,518847,,,18808
3/18/2021,Goa,520510,,,20689
3/19/2021,Goa,522458,,,23483
3/20/2021,Goa,524230,,,25618
3/21/2021,Goa,525665,,,27554
3/22/2021,Goa,527106,,,27554
3/23/2021,Goa,529007,,,27558
3/24/2021,Goa,530780,,,27558
3/25/2021,Goa,532970,,,33404
3/26/2021,Goa,535093,,,37776
3/27/2021,Goa,537572,,,40949
3/28/2021,Goa,539339,,,41973
3/29/2021,Goa,540796,,,43202
3/30/2021,Goa,542300,,,43295
3/31/2021,Goa,544652,,,44969
4/1/2021,Goa,547263,,,38483
4/2/2021,Goa,549292,,,42391
4/3/2021,Goa,551354,,,44393
4/4/2021,Goa,553411,,,45638
4/5/2021,Goa,555457,,,46187
4/6/2021,Goa,558266,,,46297
4/7/2021,Goa,560905,,,48167
4/8/2021,Goa,564111,,,60487
4/9/2021,Goa,566872,,,61546
4/10/2021,Goa,569832,,,62606
4/11/2021,Goa,572337,,,63610
4/12/2021,Goa,574614,,,64315
4/13/2021,Goa,577121,,,64323
4/14/2021,Goa,579357,,,65068
4/15/2021,Goa,582068,,,65994
4/16/2021,Goa,585257,,,66383
4/17/2021,Goa,588751,,,67197
4/18/2021,Goa,592007,,,68394
4/19/2021,Goa,594733,,,68478
4/20/2021,Goa,598330,,,68478
4/21/2021,Goa,602419,,,68563
4/22/2021,Goa,606325,,,69079
4/23/2021,Goa,609332,,,69467
4/24/2021,Goa,613865,,,70821
4/25/2021,Goa,619811,,,71071
4/26/2021,Goa,626583,,,71115
4/27/2021,Goa,632131,,,71104
4/28/2021,Goa,640149,,,72921
4/29/2021,Goa,646059,,,74692
4/30/2021,Goa,652816,,,81395
5/1/2021,Goa,658713,,,86987
5/2/2021,Goa,663507,,,92638
5/3/2021,Goa,669520,,,95185
5/4/2021,Goa,676072,,,95806
5/5/2021,Goa,682841,,,104685
5/6/2021,Goa,690359,,,112978
5/7/2021,Goa,698529,,,123061
5/8/2021,Goa,706644,,,135355
5/9/2021,Goa,712315,,,148073
5/10/2021,Goa,718422,,,153856
5/11/2021,Goa,726927,,,154183
5/12/2021,Goa,733847,,,164801
5/13/2021,Goa,740931,,,174363
5/14/2021,Goa,747700,,,180790
5/15/2021,Goa,753271,,,194062
5/16/2021,Goa,757148,,,206177
5/17/2021,Goa,761413,,,211110
5/18/2021,Goa,765311,,,211220
5/19/2021,Goa,769184,,,223397
5/20/2021,Goa,773765,,,235041
5/21/2021,Goa,778828,,,243364
5/22/2021,Goa,783409,,,250446
5/23/2021,Goa,787977,,,256067
5/24/2021,Goa,791940,,,258683
5/25/2021,Goa,796984,,,258830
5/26/2021,Goa,801599,,,263667
5/27/2021,Goa,807550,,,267561
5/28/2021,Goa,812415,,,271141
5/29/2021,Goa,816691,,,275391
5/30/2021,Goa,819933,,,277545
5/31/2021,Goa,822937,,,278197
6/1/2021,Goa,827657,,,278252
6/2/2021,Goa,831372,,,281704
6/3/2021,Goa,834703,,,284591
6/4/2021,Goa,838789,,,286159
6/5/2021,Goa,842920,,,288186
6/6/2021,Goa,845942,,,288999
6/7/2021,Goa,848687,,,289770
6/8/2021,Goa,851801,,,289783
6/9/2021,Goa,854958,,,291676
6/10/2021,Goa,858256,,,294300
6/11/2021,Goa,861855,,,297576
6/12/2021,Goa,865133,,,301229
6/13/2021,Goa,868135,,,303181
6/14/2021,Goa,869830,,,303182
6/15/2021,Goa,872950,,,303182
6/16/2021,Goa,875538,,,304934
6/17/2021,Goa,878491,,,306513
6/18/2021,Goa,882511,,,307168
6/19/2021,Goa,885980,,,308603
6/20/2021,Goa,888422,,,311403
6/21/2021,Goa,891098,,,313383
6/22/2021,Goa,895409,,,313453
6/23/2021,Goa,898554,,,315245
4/8/2020,Gujarat,4224,3905,186,316266
4/10/2020,Gujarat,7718,7237,378,316742
4/11/2020,Gujarat,9763,8888,468,318199
4/12/2020,Gujarat,11715,10867,516,322297
4/13/2020,Gujarat,14251,12970,572,323535
4/14/2020,Gujarat,14980,14363,617,323536
4/15/2020,Gujarat,19197,18431,766,327729
4/16/2020,Gujarat,20903,19974,929,331535
4/17/2020,Gujarat,23483,22339,1099,335091
4/18/2020,Gujarat,26102,24726,1376,339631
4/19/2020,Gujarat,29104,27361,1743,342961
4/20/2020,Gujarat,33316,31377,1939,344187
4/21/2020,Gujarat,36829,34651,2178,344187
4/22/2020,Gujarat,39421,37014,2407,357314
4/23/2020,Gujarat,42384,39760,2624,373131
4/24/2020,Gujarat,46743,41007,2815,393779
4/25/2020,Gujarat,48315,45254,3061,410513
4/26/2020,Gujarat,51091,47790,3301,421435
4/27/2020,Gujarat,53575,50028,3547,428686
4/28/2020,Gujarat,56101,52327,3774,428686
4/29/2020,Gujarat,59488,55406,4082,445820
4/30/2020,Gujarat,64007,59612,4395,473304
5/1/2020,Gujarat,68774,64053,4721,496292
5/2/2020,Gujarat,74116,69062,5054,
5/3/2020,Gujarat,80060,74632,5428,
5/4/2020,Gujarat,84648,78844,5804,
5/5/2020,Gujarat,89632,83387,6245,
5/6/2020,Gujarat,95191,88566,6625,94
5/7/2020,Gujarat,100553,93540,7013,94
5/8/2020,Gujarat,105386,97984,7403,315
5/9/2020,Gujarat,109650,101853,7797,649
5/10/2020,Gujarat,113493,105298,8195,1070
5/11/2020,Gujarat,116470,107929,8541,1267
5/12/2020,Gujarat,119536,110633,8903,1563
5/13/2020,Gujarat,122297,113029,9268,1574
5/14/2020,Gujarat,124708,115117,9591,1583
5/15/2020,Gujarat,127859,117927,9932,2447
5/16/2020,Gujarat,138407,127418,10989,2491
5/17/2020,Gujarat,143600,132220,11380,3371
5/18/2020,Gujarat,148824,137078,11746,3485
5/19/2020,Gujarat,154674,142533,12141,3509
5/20/2020,Gujarat,160772,148233,12539,3529
5/21/2020,Gujarat,166152,153242,12910,3530
5/22/2020,Gujarat,172562,159289,13273,3535
5/23/2020,Gujarat,178068,164399,13669,3630
5/24/2020,Gujarat,182868,168806,14056,3781
5/25/2020,Gujarat,186361,171893,14468,3958
5/26/2020,Gujarat,189313,,14821,4068
5/27/2020,Gujarat,193863,,15203,4092
5/28/2020,Gujarat,198048,,15572,4093
5/29/2020,Gujarat,201481,,15944,4502
5/30/2020,Gujarat,205780,,16356,5380
5/31/2020,Gujarat,211930,,16794,6606
6/1/2020,Gujarat,216258,,17217,7779
6/2/2020,Gujarat,221610,,17632,8510
6/3/2020,Gujarat,227898,,18117,9041
6/4/2020,Gujarat,233921,,18609,9298
6/5/2020,Gujarat,239911,,19119,11374
6/6/2020,Gujarat,245606,,19617,13855
6/7/2020,Gujarat,251686,,20097,15897
6/8/2020,Gujarat,256289,,20574,18021
6/9/2020,Gujarat,261587,,21044,21930
6/10/2020,Gujarat,266404,,21554,23239
6/11/2020,Gujarat,272924,,22067,23333
6/12/2020,Gujarat,278137,,22562,25515
6/13/2020,Gujarat,283623,,23079,27485
6/14/2020,Gujarat,288565,,23590,29733
6/15/2020,Gujarat,292909,,24104,31357
6/16/2020,Gujarat,296335,,24628,32408
6/17/2020,Gujarat,303671,,25148,32408
6/18/2020,Gujarat,308744,,25658,32408
6/19/2020,Gujarat,314301,,26198,32408
6/20/2020,Gujarat,319414,,26737,33666
6/21/2020,Gujarat,324874,,27317,35478
6/22/2020,Gujarat,329343,,27880,36435
6/23/2020,Gujarat,334326,,28429,36838
6/24/2020,Gujarat,340080,,29001,37449
6/25/2020,Gujarat,345278,,29578,37534
6/26/2020,Gujarat,351179,321021,30158,39702
6/27/2020,Gujarat,357148,,30773,35039
6/28/2020,Gujarat,363306,,31397,37358
6/29/2020,Gujarat,367739,,32023,40079
6/30/2020,Gujarat,373613,,32643,40999
7/1/2020,Gujarat,380640,,33318,41434
7/2/2020,Gujarat,388065,,33999,41574
7/3/2020,Gujarat,395873,361187,34686,44529
7/4/2020,Gujarat,404354,368956,35398,53973
7/5/2020,Gujarat,412124,376001,36123,56257
7/6/2020,Gujarat,418464,381606,36858,58558
7/7/2020,Gujarat,425830,388194,37636,60026
7/8/2020,Gujarat,433864,395445,38419,60616
7/9/2020,Gujarat,441692,402412,39280,60847
7/10/2020,Gujarat,449349,409194,40155,65231
7/11/2020,Gujarat,457066,416039,41027,68921
7/12/2020,Gujarat,464646,422749,41897,71113
7/13/2020,Gujarat,470265,427457,42808,73282
7/14/2020,Gujarat,478367,434644,43723,73861
7/15/2020,Gujarat,487707,443059,44648,74090
7/16/2020,Gujarat,499170,453603,45567,74120
7/17/2020,Gujarat,512000,465484,46516,74228
7/18/2020,Gujarat,524297,476821,47476,77812
7/19/2020,Gujarat,536122,487681,48441,79927
7/20/2020,Gujarat,548989,499550,49439,81935
7/21/2020,Gujarat,562682,512217,50465,82335
7/22/2020,Gujarat,576706,525221,51485,82476
7/23/2020,Gujarat,591561,,52563,82573
7/24/2020,Gujarat,606718,553087,53631,85256
7/25/2020,Gujarat,620662,565950,54712,87452
7/26/2020,Gujarat,642370,,55822,93357
7/27/2020,Gujarat,667844,610970,56874,97862
7/28/2020,Gujarat,690092,632110,57982,100533
7/29/2020,Gujarat,713006,653880,59126,101480
7/30/2020,Gujarat,738073,677788,60285,105837
7/31/2020,Gujarat,764777,703339,61438,113933
8/1/2020,Gujarat,791080,728506,62574,120848
8/2/2020,Gujarat,814335,750660,63675,128130
8/3/2020,Gujarat,834104,769420,64684,133050
8/4/2020,Gujarat,854839,789135,65704,137621
8/5/2020,Gujarat,879213,812436,66777,139052
8/6/2020,Gujarat,903782,835971,67811,140107
8/7/2020,Gujarat,930373,861488,68885,148682
8/8/2020,Gujarat,956645,886659,69986,155195
8/9/2020,Gujarat,987630,916566,71064,162415
8/10/2020,Gujarat,1017234,945114,72120,169219
8/11/2020,Gujarat,1058881,985643,73238,171602
8/12/2020,Gujarat,1109005,1034615,74390,172279
8/13/2020,Gujarat,1159822,1084340,75482,172649
8/14/2020,Gujarat,1211047,1134478,76569,178198
8/15/2020,Gujarat,1262264,1184601,77663,183201
8/16/2020,Gujarat,1312824,1234041,78783,189590
8/17/2020,Gujarat,1358364,1278548,79816,195428
8/18/2020,Gujarat,1415598,,80942,198817
8/19/2020,Gujarat,1478629,,82087,199845
8/20/2020,Gujarat,1547120,,83262,200279
8/21/2020,Gujarat,1620067,,84466,205316
8/22/2020,Gujarat,1695325,,85678,209918
8/23/2020,Gujarat,1756133,,86779,213511
8/24/2020,Gujarat,1819198,,87846,216162
8/25/2020,Gujarat,1891775,,88942,218384
8/26/2020,Gujarat,1969724,,90139,218617
8/27/2020,Gujarat,2045951,,91329,219061
8/28/2020,Gujarat,2121751,,92601,223069
8/29/2020,Gujarat,2195985,,93883,226669
8/30/2020,Gujarat,2265473,,95155,229033
8/31/2020,Gujarat,2331836,,96435,232245
9/1/2020,Gujarat,2409906,,97745,233433
9/2/2020,Gujarat,2484429,,99050,233825
9/3/2020,Gujarat,2559916,,100375,234090
9/4/2020,Gujarat,2635369,,,238157
9/5/2020,Gujarat,2708120,,103006,243561
9/6/2020,Gujarat,2780681,2676340,104341,245648
9/7/2020,Gujarat,2853371,2747700,105671,246683
9/8/2020,Gujarat,2925447,2818481,106966,247243
9/9/2020,Gujarat,3001383,,108295,247345
9/10/2020,Gujarat,3073534,,109627,247513
9/11/2020,Gujarat,3145202,,110971,253384
9/12/2020,Gujarat,3219983,,112336,259736
9/13/2020,Gujarat,3288811,,113662,260721
9/14/2020,Gujarat,3360318,,114996,261506
9/15/2020,Gujarat,3438500,,116345,262228
9/16/2020,Gujarat,3523653,,117709,262488
9/17/2020,Gujarat,3609273,,119088,262571
9/18/2020,Gujarat,3678350,,120498,268922
9/19/2020,Gujarat,3739782,,121930,274959
9/20/2020,Gujarat,3800469,,123337,277162
9/21/2020,Gujarat,3862366,,124767,279796
9/22/2020,Gujarat,3924463,,126169,281682
9/23/2020,Gujarat,3986370,,127541,281890
9/24/2020,Gujarat,4048274,,,282481
9/25/2020,Gujarat,4110186,,130391,291666
9/26/2020,Gujarat,4172051,,131808,301511
9/27/2020,Gujarat,4232408,,,312189
9/28/2020,Gujarat,4293724,,134623,320312
9/29/2020,Gujarat,4356062,,136004,329360
9/30/2020,Gujarat,4418028,,,332870
10/1/2020,Gujarat,4474766,,,336121
10/2/2020,Gujarat,4531498,,,349528
10/3/2020,Gujarat,4588563,,,361734
10/4/2020,Gujarat,4645263,,,373071
10/5/2020,Gujarat,4702776,,,382540
10/6/2020,Gujarat,4754655,,,392226
10/7/2020,Gujarat,4806040,,,395022
10/8/2020,Gujarat,4858505,,,399370
